,Query,Bitscore,E-value
5498,OTU15468,147.0,8e-35
5499,OTU4164,145.0,3e-34
5500,OTU15481,147.0,8e-35
5501,OTU10304,147.0,8e-35
5502,OTU15473,152.0,2e-36
5503,OTU15470,139.0,1e-32
5504,OTU15446,145.0,3e-34
5505,OTU12358,134.0,6e-31
5506,OTU12357,139.0,1e-32
5507,OTU10297,145.0,3e-34
5508,OTU8117,141.0,4e-33
5509,OTU5369,156.0,1e-37
5510,OTU15411,152.0,2e-36
5511,OTU3058,152.0,2e-36
5512,OTU1196,156.0,1e-37
5513,OTU15407,152.0,2e-36
5514,OTU15405,156.0,1e-37
5515,OTU15404,152.0,2e-36
5516,OTU10333,158.0,3e-38
5517,OTU15442,-1.0,-1.0
5518,OTU15441,119.0,2e-26
5519,OTU8104,156.0,1e-37
5520,OTU15436,150.0,6e-36
5521,OTU9478,158.0,3e-38
5522,OTU15434,145.0,3e-34
5523,OTU10324,139.0,1e-32
5524,OTU15432,156.0,1e-37
5525,OTU10322,-1.0,-1.0
5526,OTU4624,124.0,4e-28
5527,OTU9448,84.2,6e-16
5528,OTU3196,158.0,3e-38
5529,OTU18143,75.0,4e-13
5530,OTU9422,137.0,5e-32
5531,OTU10319,158.0,3e-38
5532,OTU9905,152.0,2e-36
5533,OTU6862,158.0,3e-38
5534,OTU31,161.0,3e-39
5535,OTU10315,141.0,4e-33
5536,OTU15415,158.0,3e-38
5537,OTU15418,147.0,8e-35
5538,OTU680,158.0,3e-38
5539,OTU10489,158.0,3e-38
5540,OTU6432,158.0,3e-38
5541,OTU9427,158.0,3e-38
5542,OTU9434,158.0,3e-38
5543,OTU15342,150.0,6e-36
5544,OTU548,128.0,3e-29
5545,OTU15333,122.0,1e-27
5546,OTU12389,122.0,1e-27
5547,OTU15313,122.0,1e-27
5548,OTU12387,128.0,3e-29
5549,OTU15380,152.0,2e-36
5550,OTU12383,158.0,3e-38
5551,OTU12369,158.0,3e-38
5552,OTU4857,76.8,1e-13
5553,OTU15360,158.0,3e-38
5554,OTU10473,158.0,3e-38
5555,OTU10472,147.0,8e-35
5556,OTU442,152.0,2e-36
5557,OTU12381,147.0,8e-35
5558,OTU15373,111.0,3e-24
5559,OTU3433,145.0,3e-34
5560,OTU9181,147.0,8e-35
5561,OTU15618,141.0,4e-33
5562,OTU15621,147.0,8e-35
5563,OTU10496,102.0,2e-21
5564,OTU15661,124.0,4e-28
5565,OTU12375,130.0,8e-30
5566,OTU10520,106.0,1e-22
5567,OTU7456,158.0,3e-38
5568,OTU3585,152.0,2e-36
5569,OTU8158,158.0,3e-38
5570,OTU10513,152.0,2e-36
5571,OTU583,158.0,3e-38
5572,OTU6463,158.0,3e-38
5573,OTU12368,156.0,1e-37
5574,OTU8262,158.0,3e-38
5575,OTU10508,158.0,3e-38
5576,OTU15506,158.0,3e-38
5577,OTU1202,145.0,3e-34
5578,OTU15570,152.0,2e-36
5579,OTU15579,158.0,3e-38
5580,OTU15540,152.0,2e-36
5581,OTU12302,152.0,2e-36
5582,OTU12299,158.0,3e-38
5583,OTU1154,158.0,3e-38
5584,OTU9171,158.0,3e-38
5585,OTU15043,152.0,2e-36
5586,OTU9143,158.0,3e-38
5587,OTU15052,158.0,3e-38
5588,OTU5362,135.0,2e-31
5589,OTU9149,139.0,1e-32
5590,OTU6447,145.0,3e-34
5591,OTU12288,-1.0,-1.0
5592,OTU9166,141.0,4e-33
5593,OTU12284,141.0,4e-33
5594,OTU8112,156.0,1e-37
5595,OTU7417,145.0,3e-34
5596,OTU7415,137.0,5e-32
5597,OTU4375,141.0,4e-33
5598,OTU6415,141.0,4e-33
5599,OTU12282,106.0,1e-22
5600,OTU3035,145.0,3e-34
5601,OTU7407,141.0,4e-33
5602,OTU4370,150.0,6e-36
5603,OTU15026,145.0,3e-34
5604,OTU15032,158.0,3e-38
5605,OTU2484,145.0,3e-34
5606,OTU15248,145.0,3e-34
5607,OTU10453,141.0,4e-33
5608,OTU12332,145.0,3e-34
5609,OTU12329,145.0,3e-34
5610,OTU15235,141.0,4e-33
5611,OTU9268,128.0,3e-29
5612,OTU10436,113.0,8e-25
5613,OTU15265,56.5,1e-07
5614,OTU4730,147.0,8e-35
5615,OTU4282,147.0,8e-35
5616,OTU15280,147.0,8e-35
5617,OTU15285,-1.0,-1.0
5618,OTU15286,-1.0,-1.0
5619,OTU8213,-1.0,-1.0
5620,OTU7529,152.0,2e-36
5621,OTU12323,75.0,4e-13
5622,OTU4001,158.0,3e-38
5623,OTU15170,163.0,7e-40
5624,OTU15164,161.0,3e-39
5625,OTU7525,163.0,7e-40
5626,OTU8226,163.0,7e-40
5627,OTU5110,163.0,7e-40
5628,OTU5108,158.0,3e-38
5629,OTU10440,152.0,2e-36
5630,OTU2494,161.0,3e-39
5631,OTU7553,161.0,3e-39
5632,OTU9295,159.0,1e-38
5633,OTU10280,152.0,2e-36
5634,OTU15175,158.0,3e-38
5635,OTU15199,152.0,2e-36
5636,OTU5105,152.0,2e-36
5637,OTU15216,152.0,2e-36
5638,OTU15177,-1.0,-1.0
5639,OTU15188,113.0,8e-25
5640,OTU12315,-1.0,-1.0
5641,OTU12311,158.0,3e-38
5642,OTU12310,154.0,5e-37
5643,OTU10116,158.0,3e-38
5644,OTU7493,152.0,2e-36
5645,OTU16146,159.0,1e-38
5646,OTU16129,134.0,6e-31
5647,OTU16134,139.0,1e-32
5648,OTU16127,150.0,6e-36
5649,OTU16139,158.0,3e-38
5650,OTU6533,145.0,3e-34
5651,OTU3673,163.0,7e-40
5652,OTU1204,152.0,2e-36
5653,OTU5902,163.0,7e-40
5654,OTU16209,158.0,3e-38
5655,OTU16211,158.0,3e-38
5656,OTU12399,158.0,3e-38
5657,OTU10101,145.0,3e-34
5658,OTU16184,158.0,3e-38
5659,OTU10100,161.0,3e-39
5660,OTU16171,134.0,6e-31
5661,OTU16125,152.0,2e-36
5662,OTU4500,156.0,1e-37
5663,OTU12488,62.1,3e-09
5664,OTU16064,145.0,3e-34
5665,OTU16065,161.0,3e-39
5666,OTU5140,163.0,7e-40
5667,OTU4758,163.0,7e-40
5668,OTU16074,147.0,8e-35
5669,OTU5139,150.0,6e-36
5670,OTU12482,147.0,8e-35
5671,OTU16040,152.0,2e-36
5672,OTU4777,152.0,2e-36
5673,OTU5945,147.0,8e-35
5674,OTU4044,158.0,3e-38
5675,OTU5943,147.0,8e-35
5676,OTU7503,158.0,3e-38
5677,OTU1186,117.0,6e-26
5678,OTU753,134.0,6e-31
5679,OTU4723,147.0,8e-35
5680,OTU16096,145.0,3e-34
5681,OTU16338,152.0,2e-36
5682,OTU2696,104.0,5e-22
5683,OTU12471,147.0,8e-35
5684,OTU16312,-1.0,-1.0
5685,OTU7237,150.0,6e-36
5686,OTU12470,158.0,3e-38
5687,OTU16324,130.0,8e-30
5688,OTU12467,71.3,5e-12
5689,OTU8195,147.0,8e-35
5690,OTU16379,152.0,2e-36
5691,OTU12465,158.0,3e-38
5692,OTU891,150.0,6e-36
5693,OTU1913,147.0,8e-35
5694,OTU16240,93.5,1e-18
5695,OTU10050,145.0,3e-34
5696,OTU12515,158.0,3e-38
5697,OTU16226,158.0,3e-38
5698,OTU16231,158.0,3e-38
5699,OTU16290,158.0,3e-38
5700,OTU16291,158.0,3e-38
5701,OTU8006,135.0,2e-31
5702,OTU10046,158.0,3e-38
5703,OTU12512,158.0,3e-38
5704,OTU12509,152.0,2e-36
5705,OTU15768,158.0,3e-38
5706,OTU9749,139.0,1e-32
5707,OTU2851,152.0,2e-36
5708,OTU15703,158.0,3e-38
5709,OTU12505,58.4,4e-08
5710,OTU8020,158.0,3e-38
5711,OTU8022,158.0,3e-38
5712,OTU12504,145.0,3e-34
5713,OTU15687,152.0,2e-36
5714,OTU15731,158.0,3e-38
5715,OTU3986,158.0,3e-38
5716,OTU9739,158.0,3e-38
5717,OTU15968,152.0,2e-36
5718,OTU12502,158.0,3e-38
5719,OTU15951,152.0,2e-36
5720,OTU3985,158.0,3e-38
5721,OTU728,158.0,3e-38
5722,OTU923,152.0,2e-36
5723,OTU12501,152.0,2e-36
5724,OTU7219,152.0,2e-36
5725,OTU3984,158.0,3e-38
5726,OTU5358,158.0,3e-38
5727,OTU9750,158.0,3e-38
5728,OTU4250,158.0,3e-38
5729,OTU10079,158.0,3e-38
5730,OTU12499,152.0,2e-36
5731,OTU15994,158.0,3e-38
5732,OTU5365,158.0,3e-38
5733,OTU6072,161.0,3e-39
5734,OTU6497,158.0,3e-38
5735,OTU4466,158.0,3e-38
5736,OTU6495,158.0,3e-38
5737,OTU12494,158.0,3e-38
5738,OTU10220,152.0,2e-36
5739,OTU7985,158.0,3e-38
5740,OTU6086,158.0,3e-38
5741,OTU7341,158.0,3e-38
5742,OTU10240,147.0,8e-35
5743,OTU4684,158.0,3e-38
5744,OTU4427,158.0,3e-38
5745,OTU6093,158.0,3e-38
5746,OTU10238,158.0,3e-38
5747,OTU9570,158.0,3e-38
5748,OTU5216,158.0,3e-38
5749,OTU9568,158.0,3e-38
5750,OTU10230,158.0,3e-38
5751,OTU14948,159.0,1e-38
5752,OTU12423,158.0,3e-38
5753,OTU12420,158.0,3e-38
5754,OTU14240,158.0,3e-38
5755,OTU12418,158.0,3e-38
5756,OTU14134,-1.0,-1.0
5757,OTU14132,158.0,3e-38
5758,OTU12414,139.0,1e-32
5759,OTU14157,158.0,3e-38
5760,OTU14339,158.0,3e-38
5761,OTU12413,158.0,3e-38
5762,OTU4147,148.0,2e-35
5763,OTU14361,-1.0,-1.0
5764,OTU14347,-1.0,-1.0
5765,OTU10269,-1.0,-1.0
5766,OTU14274,-1.0,-1.0
5767,OTU14290,158.0,3e-38
5768,OTU10258,158.0,3e-38
5769,OTU14092,152.0,2e-36
5770,OTU3190,84.2,6e-16
5771,OTU4016,158.0,3e-38
5772,OTU3805,147.0,8e-35
5773,OTU14059,147.0,8e-35
5774,OTU14061,152.0,2e-36
5775,OTU12405,158.0,3e-38
5776,OTU12404,158.0,3e-38
5777,OTU14764,145.0,3e-34
5778,OTU5134,145.0,3e-34
5779,OTU10183,145.0,3e-34
5780,OTU4325,145.0,3e-34
5781,OTU4468,145.0,3e-34
5782,OTU9628,145.0,3e-34
5783,OTU6324,145.0,3e-34
5784,OTU6332,145.0,3e-34
5785,OTU10160,145.0,3e-34
5786,OTU14772,145.0,3e-34
5787,OTU12459,147.0,8e-35
5788,OTU14681,135.0,2e-31
5789,OTU12457,158.0,3e-38
5790,OTU3790,143.0,1e-33
5791,OTU10166,113.0,8e-25
5792,OTU14725,158.0,3e-38
5793,OTU7350,152.0,2e-36
5794,OTU10161,158.0,3e-38
5795,OTU3440,78.7,3e-14
5796,OTU12451,156.0,1e-37
5797,OTU14884,152.0,2e-36
5798,OTU14879,130.0,8e-30
5799,OTU14942,152.0,2e-36
5800,OTU14827,102.0,2e-21
5801,OTU12449,152.0,2e-36
5802,OTU14831,152.0,2e-36
5803,OTU12448,152.0,2e-36
5804,OTU12432,152.0,2e-36
5805,OTU6023,158.0,3e-38
5806,OTU12444,158.0,3e-38
5807,OTU6046,139.0,1e-32
5808,OTU7187,156.0,1e-37
5809,OTU360,161.0,3e-39
5810,OTU2070,150.0,6e-36
5811,OTU10202,150.0,6e-36
5812,OTU1369,156.0,1e-37
5813,OTU11403,150.0,6e-36
5814,OTU158,156.0,1e-37
5815,OTU5898,156.0,1e-37
5816,OTU7526,-1.0,-1.0
5817,OTU3067,-1.0,-1.0
5818,OTU538,161.0,3e-39
5819,OTU11390,-1.0,-1.0
5820,OTU2954,-1.0,-1.0
5821,OTU2171,-1.0,-1.0
5822,OTU7540,156.0,1e-37
5823,OTU1909,104.0,5e-22
5824,OTU87,156.0,1e-37
5825,OTU14414,128.0,3e-29
5826,OTU2033,156.0,1e-37
5827,OTU3439,156.0,1e-37
5828,OTU14420,150.0,6e-36
5829,OTU5584,156.0,1e-37
5830,OTU11424,145.0,3e-34
5831,OTU14618,150.0,6e-36
5832,OTU4260,-1.0,-1.0
5833,OTU11391,150.0,6e-36
5834,OTU10181,150.0,6e-36
5835,OTU3170,150.0,6e-36
5836,OTU14640,126.0,1e-28
5837,OTU7394,126.0,1e-28
5838,OTU11417,-1.0,-1.0
5839,OTU14644,-1.0,-1.0
5840,OTU8375,156.0,1e-37
5841,OTU8391,145.0,3e-34
5842,OTU4872,-1.0,-1.0
5843,OTU14529,150.0,6e-36
5844,OTU14526,58.4,4e-08
5845,OTU14525,137.0,4e-32
5846,OTU3578,154.0,4e-37
5847,OTU3873,134.0,6e-31
5848,OTU5600,-1.0,-1.0
5849,OTU204,150.0,6e-36
5850,OTU1384,58.4,4e-08
5851,OTU3182,134.0,6e-31
5852,OTU14568,-1.0,-1.0
5853,OTU14560,139.0,1e-32
5854,OTU11411,145.0,3e-34
5855,OTU7461,145.0,3e-34
5856,OTU9513,145.0,3e-34
5857,OTU7379,145.0,3e-34
5858,OTU10224,145.0,3e-34
5859,OTU1424,156.0,1e-37
5860,OTU14536,145.0,3e-34
5861,OTU1316,156.0,1e-37
5862,OTU14643,139.0,1e-32
5863,OTU1919,156.0,1e-37
5864,OTU8462,156.0,1e-37
5865,OTU7485,132.0,2e-30
5866,OTU14627,150.0,6e-36
5867,OTU10071,150.0,6e-36
5868,OTU3762,150.0,6e-36
5869,OTU14425,150.0,6e-36
5870,OTU14495,139.0,1e-32
5871,OTU10088,145.0,3e-34
5872,OTU5109,150.0,6e-36
5873,OTU14480,150.0,6e-36
5874,OTU11389,145.0,3e-34
5875,OTU10059,145.0,3e-34
5876,OTU12777,145.0,3e-34
5877,OTU5758,150.0,6e-36
5878,OTU14822,139.0,1e-32
5879,OTU11409,150.0,6e-36
5880,OTU7314,145.0,3e-34
5881,OTU10095,134.0,6e-31
5882,OTU11672,145.0,3e-34
5883,OTU8277,150.0,6e-36
5884,OTU1385,156.0,1e-37
5885,OTU2493,150.0,6e-36
5886,OTU795,167.0,6e-41
5887,OTU263,167.0,6e-41
5888,OTU84,159.0,1e-38
5889,OTU48,161.0,3e-39
5890,OTU14797,150.0,6e-36
5891,OTU1578,156.0,1e-37
5892,OTU14763,113.0,8e-25
5893,OTU11669,150.0,6e-36
5894,OTU104,145.0,3e-34
5895,OTU294,156.0,1e-37
5896,OTU5116,156.0,1e-37
5897,OTU419,134.0,6e-31
5898,OTU10109,156.0,1e-37
5899,OTU11689,150.0,6e-36
5900,OTU1416,156.0,1e-37
5901,OTU14002,150.0,6e-36
5902,OTU4642,156.0,1e-37
5903,OTU13984,145.0,3e-34
5904,OTU14063,150.0,6e-36
5905,OTU14045,145.0,3e-34
5906,OTU11681,156.0,1e-37
5907,OTU14252,150.0,6e-36
5908,OTU14368,145.0,3e-34
5909,OTU14323,145.0,3e-34
5910,OTU2979,156.0,1e-37
5911,OTU14163,150.0,6e-36
5912,OTU9304,150.0,6e-36
5913,OTU11638,150.0,6e-36
5914,OTU10449,150.0,6e-36
5915,OTU7181,150.0,6e-36
5916,OTU9280,150.0,6e-36
5917,OTU14243,145.0,3e-34
5918,OTU11631,150.0,6e-36
5919,OTU8250,150.0,6e-36
5920,OTU15683,150.0,6e-36
5921,OTU18699,147.0,7e-35
5922,OTU9284,150.0,6e-36
5923,OTU18661,152.0,2e-36
5924,OTU9285,150.0,6e-36
5925,OTU9173,152.0,2e-36
5926,OTU18783,150.0,6e-36
5927,OTU11633,126.0,1e-28
5928,OTU7267,150.0,6e-36
5929,OTU805,150.0,6e-36
5930,OTU18553,150.0,6e-36
5931,OTU11651,150.0,6e-36
5932,OTU18496,150.0,6e-36
5933,OTU775,-1.0,-1.0
5934,OTU1339,145.0,3e-34
5935,OTU18641,139.0,1e-32
5936,OTU11656,-1.0,-1.0
5937,OTU9201,-1.0,-1.0
5938,OTU18959,150.0,6e-36
5939,OTU11643,150.0,6e-36
5940,OTU9204,150.0,6e-36
5941,OTU8264,150.0,6e-36
5942,OTU1831,-1.0,-1.0
5943,OTU3363,-1.0,-1.0
5944,OTU10516,150.0,6e-36
5945,OTU11694,150.0,6e-36
5946,OTU18108,145.0,3e-34
5947,OTU17930,145.0,3e-34
5948,OTU17965,-1.0,-1.0
5949,OTU18356,150.0,6e-36
5950,OTU774,156.0,1e-37
5951,OTU18429,150.0,6e-36
5952,OTU526,156.0,1e-37
5953,OTU10479,150.0,6e-36
5954,OTU10480,-1.0,-1.0
5955,OTU4536,156.0,1e-37
5956,OTU7408,150.0,6e-36
5957,OTU10491,150.0,6e-36
5958,OTU8310,150.0,6e-36
5959,OTU9412,156.0,1e-37
5960,OTU11764,111.0,3e-24
5961,OTU7380,82.4,2e-15
5962,OTU11668,150.0,6e-36
5963,OTU5663,156.0,1e-37
5964,OTU18297,150.0,6e-36
5965,OTU5563,156.0,1e-37
5966,OTU9452,150.0,6e-36
5967,OTU1235,150.0,6e-36
5968,OTU3074,150.0,6e-36
5969,OTU10336,-1.0,-1.0
5970,OTU11754,150.0,6e-36
5971,OTU11752,145.0,3e-34
5972,OTU8305,139.0,1e-32
5973,OTU9459,145.0,3e-34
5974,OTU10288,145.0,3e-34
5975,OTU10294,145.0,3e-34
5976,OTU10296,156.0,1e-37
5977,OTU11767,145.0,3e-34
5978,OTU11707,145.0,3e-34
5979,OTU11704,150.0,6e-36
5980,OTU1124,156.0,1e-37
5981,OTU1660,156.0,1e-37
5982,OTU864,156.0,1e-37
5983,OTU18301,150.0,6e-36
5984,OTU18304,150.0,6e-36
5985,OTU8329,150.0,6e-36
5986,OTU2611,156.0,1e-37
5987,OTU546,150.0,6e-36
5988,OTU2390,156.0,1e-37
5989,OTU498,156.0,1e-37
5990,OTU547,150.0,6e-36
5991,OTU10384,145.0,3e-34
5992,OTU18251,156.0,1e-37
5993,OTU888,150.0,6e-36
5994,OTU8326,121.0,5e-27
5995,OTU1076,156.0,1e-37
5996,OTU18227,121.0,5e-27
5997,OTU18259,52.8,2e-06
5998,OTU18336,150.0,6e-36
5999,OTU11712,145.0,3e-34
6000,OTU18440,147.0,7e-35
6001,OTU129,161.0,3e-39
6002,OTU18433,145.0,3e-34
6003,OTU7316,156.0,1e-37
6004,OTU18423,150.0,6e-36
6005,OTU1991,161.0,3e-39
6006,OTU4504,-1.0,-1.0
6007,OTU27,154.0,4e-37
6008,OTU1594,148.0,2e-35
6009,OTU1408,161.0,3e-39
6010,OTU2266,161.0,3e-39
6011,OTU18461,110.0,1e-23
6012,OTU145,161.0,3e-39
6013,OTU1521,130.0,7e-30
6014,OTU3752,145.0,3e-34
6015,OTU2377,156.0,1e-37
6016,OTU18361,145.0,3e-34
6017,OTU2659,150.0,6e-36
6018,OTU3299,139.0,1e-32
6019,OTU10353,152.0,2e-36
6020,OTU4921,150.0,6e-36
6021,OTU1257,156.0,1e-37
6022,OTU76,161.0,3e-39
6023,OTU5176,-1.0,-1.0
6024,OTU18374,150.0,6e-36
6025,OTU375,71.3,5e-12
6026,OTU7446,150.0,6e-36
6027,OTU7630,158.0,3e-38
6028,OTU7388,156.0,1e-37
6029,OTU390,150.0,6e-36
6030,OTU7632,145.0,3e-34
6031,OTU1326,147.0,7e-35
6032,OTU767,156.0,1e-37
6033,OTU3386,150.0,6e-36
6034,OTU3139,156.0,1e-37
6035,OTU5177,-1.0,-1.0
6036,OTU18388,139.0,1e-32
6037,OTU1795,156.0,1e-37
6038,OTU17968,147.0,7e-35
6039,OTU11547,139.0,1e-32
6040,OTU17980,145.0,3e-34
6041,OTU11536,150.0,6e-36
6042,OTU9966,150.0,6e-36
6043,OTU9970,148.0,2e-35
6044,OTU4593,156.0,1e-37
6045,OTU28,154.0,4e-37
6046,OTU1397,150.0,6e-36
6047,OTU17985,106.0,1e-22
6048,OTU7539,150.0,6e-36
6049,OTU3257,156.0,1e-37
6050,OTU4323,156.0,1e-37
6051,OTU18004,150.0,6e-36
6052,OTU9165,150.0,6e-36
6053,OTU7603,145.0,3e-34
6054,OTU273,156.0,1e-37
6055,OTU11499,150.0,6e-36
6056,OTU7473,150.0,6e-36
6057,OTU9971,150.0,6e-36
6058,OTU11597,150.0,6e-36
6059,OTU17907,150.0,6e-36
6060,OTU4560,150.0,6e-36
6061,OTU688,161.0,3e-39
6062,OTU17918,117.0,6e-26
6063,OTU6579,150.0,6e-36
6064,OTU2490,150.0,6e-36
6065,OTU7245,150.0,6e-36
6066,OTU2966,150.0,6e-36
6067,OTU18138,145.0,3e-34
6068,OTU9779,152.0,2e-36
6069,OTU2407,150.0,6e-36
6070,OTU4565,150.0,6e-36
6071,OTU18168,82.4,2e-15
6072,OTU7674,150.0,6e-36
6073,OTU7253,150.0,6e-36
6074,OTU9878,145.0,3e-34
6075,OTU5813,150.0,6e-36
6076,OTU2408,150.0,6e-36
6077,OTU7680,139.0,1e-32
6078,OTU11617,143.0,1e-33
6079,OTU18046,119.0,2e-26
6080,OTU18047,143.0,1e-33
6081,OTU9670,111.0,3e-24
6082,OTU7681,143.0,1e-33
6083,OTU9745,-1.0,-1.0
6084,OTU9740,143.0,1e-33
6085,OTU11608,-1.0,-1.0
6086,OTU9541,99.0,2e-20
6087,OTU18038,-1.0,-1.0
6088,OTU2654,102.0,2e-21
6089,OTU11605,143.0,1e-33
6090,OTU1662,143.0,1e-33
6091,OTU7217,145.0,3e-34
6092,OTU11566,139.0,1e-32
6093,OTU11565,145.0,3e-34
6094,OTU2130,141.0,3e-33
6095,OTU865,156.0,1e-37
6096,OTU9522,137.0,4e-32
6097,OTU656,156.0,1e-37
6098,OTU19056,154.0,4e-37
6099,OTU9591,148.0,2e-35
6100,OTU5803,150.0,6e-36
6101,OTU9601,145.0,3e-34
6102,OTU18823,145.0,3e-34
6103,OTU18833,150.0,6e-36
6104,OTU387,119.0,2e-26
6105,OTU11575,150.0,6e-36
6106,OTU18942,145.0,3e-34
6107,OTU10528,117.0,6e-26
6108,OTU11570,150.0,6e-36
6109,OTU1965,156.0,1e-37
6110,OTU11132,145.0,3e-34
6111,OTU11582,156.0,1e-37
6112,OTU1096,161.0,3e-39
6113,OTU11568,161.0,3e-39
6114,OTU18919,156.0,1e-37
6115,OTU7281,156.0,1e-37
6116,OTU18878,139.0,1e-32
6117,OTU4576,156.0,1e-37
6118,OTU901,161.0,3e-39
6119,OTU18828,139.0,1e-32
6120,OTU4501,-1.0,-1.0
6121,OTU9538,156.0,1e-37
6122,OTU9518,139.0,1e-32
6123,OTU2236,156.0,1e-37
6124,OTU11561,145.0,3e-34
6125,OTU11150,145.0,3e-34
6126,OTU11155,150.0,6e-36
6127,OTU19050,80.5,8e-15
6128,OTU18978,128.0,3e-29
6129,OTU5186,99.0,2e-20
6130,OTU18982,145.0,3e-34
6131,OTU7560,128.0,3e-29
6132,OTU9679,150.0,6e-36
6133,OTU11030,-1.0,-1.0
6134,OTU381,159.0,1e-38
6135,OTU1031,130.0,7e-30
6136,OTU18609,158.0,3e-38
6137,OTU3492,141.0,3e-33
6138,OTU18592,119.0,2e-26
6139,OTU18577,139.0,1e-32
6140,OTU18581,159.0,1e-38
6141,OTU3735,148.0,2e-35
6142,OTU9719,150.0,6e-36
6143,OTU11000,156.0,1e-37
6144,OTU4572,119.0,2e-26
6145,OTU5187,145.0,3e-34
6146,OTU4130,134.0,6e-31
6147,OTU18501,102.0,2e-21
6148,OTU11062,108.0,4e-23
6149,OTU18502,95.3,3e-19
6150,OTU11603,78.7,3e-14
6151,OTU9222,102.0,2e-21
6152,OTU9223,124.0,3e-28
6153,OTU6210,119.0,2e-26
6154,OTU7438,124.0,3e-28
6155,OTU18558,130.0,7e-30
6156,OTU319,154.0,4e-37
6157,OTU2902,-1.0,-1.0
6158,OTU1640,-1.0,-1.0
6159,OTU11085,-1.0,-1.0
6160,OTU3348,122.0,1e-27
6161,OTU7865,132.0,2e-30
6162,OTU18550,-1.0,-1.0
6163,OTU3093,89.8,1e-17
6164,OTU9288,80.5,8e-15
6165,OTU404,156.0,1e-37
6166,OTU1135,156.0,1e-37
6167,OTU9287,87.9,5e-17
6168,OTU11549,150.0,6e-36
6169,OTU11500,150.0,6e-36
6170,OTU4673,89.8,1e-17
6171,OTU11501,132.0,2e-30
6172,OTU7409,150.0,6e-36
6173,OTU2032,156.0,1e-37
6174,OTU18750,150.0,6e-36
6175,OTU5190,150.0,6e-36
6176,OTU18793,156.0,1e-37
6177,OTU7874,150.0,6e-36
6178,OTU18806,126.0,1e-28
6179,OTU18803,156.0,1e-37
6180,OTU11496,150.0,6e-36
6181,OTU11342,145.0,3e-34
6182,OTU2385,150.0,6e-36
6183,OTU931,132.0,2e-30
6184,OTU18787,89.8,1e-17
6185,OTU2513,156.0,1e-37
6186,OTU1705,145.0,3e-34
6187,OTU18685,115.0,2e-25
6188,OTU18672,150.0,6e-36
6189,OTU11484,139.0,1e-32
6190,OTU9182,156.0,1e-37
6191,OTU18666,145.0,3e-34
6192,OTU1929,150.0,6e-36
6193,OTU671,154.0,4e-37
6194,OTU873,150.0,6e-36
6195,OTU18717,150.0,6e-36
6196,OTU18720,150.0,6e-36
6197,OTU4378,156.0,1e-37
6198,OTU11239,145.0,3e-34
6199,OTU11230,150.0,6e-36
6200,OTU998,161.0,3e-39
6201,OTU18700,150.0,6e-36
6202,OTU18706,150.0,6e-36
6203,OTU17869,137.0,4e-32
6204,OTU1659,156.0,1e-37
6205,OTU16893,-1.0,-1.0
6206,OTU2060,145.0,3e-34
6207,OTU2172,156.0,1e-37
6208,OTU16892,150.0,6e-36
6209,OTU16879,60.2,1e-08
6210,OTU7251,150.0,6e-36
6211,OTU7183,156.0,1e-37
6212,OTU841,148.0,2e-35
6213,OTU16875,150.0,6e-36
6214,OTU16876,139.0,1e-32
6215,OTU5579,141.0,3e-33
6216,OTU11211,147.0,7e-35
6217,OTU3543,145.0,3e-34
6218,OTU4590,150.0,6e-36
6219,OTU11220,137.0,4e-32
6220,OTU16916,148.0,2e-35
6221,OTU2980,150.0,6e-36
6222,OTU9319,148.0,2e-35
6223,OTU11302,156.0,1e-37
6224,OTU2631,154.0,4e-37
6225,OTU4342,148.0,2e-35
6226,OTU11518,143.0,1e-33
6227,OTU7284,148.0,2e-35
6228,OTU3768,156.0,1e-37
6229,OTU6609,93.5,1e-18
6230,OTU3548,148.0,2e-35
6231,OTU16787,156.0,1e-37
6232,OTU3549,154.0,4e-37
6233,OTU9397,73.1,1e-12
6234,OTU6217,148.0,2e-35
6235,OTU9378,148.0,2e-35
6236,OTU6640,143.0,1e-33
6237,OTU7846,148.0,2e-35
6238,OTU11516,60.2,1e-08
6239,OTU6198,148.0,2e-35
6240,OTU4584,148.0,2e-35
6241,OTU7848,148.0,2e-35
6242,OTU3775,154.0,4e-37
6243,OTU7310,148.0,2e-35
6244,OTU5170,148.0,2e-35
6245,OTU10979,156.0,1e-37
6246,OTU2768,148.0,2e-35
6247,OTU16831,143.0,1e-33
6248,OTU3987,148.0,2e-35
6249,OTU5580,148.0,2e-35
6250,OTU11727,148.0,2e-35
6251,OTU9383,148.0,2e-35
6252,OTU11728,143.0,1e-33
6253,OTU2897,154.0,4e-37
6254,OTU10731,154.0,4e-37
6255,OTU9330,148.0,2e-35
6256,OTU10748,113.0,8e-25
6257,OTU10724,134.0,6e-31
6258,OTU11703,110.0,1e-23
6259,OTU10706,143.0,1e-33
6260,OTU118,154.0,4e-37
6261,OTU17041,145.0,3e-34
6262,OTU17040,150.0,6e-36
6263,OTU7937,148.0,2e-35
6264,OTU7943,145.0,3e-34
6265,OTU7945,143.0,1e-33
6266,OTU7349,145.0,3e-34
6267,OTU17034,73.1,1e-12
6268,OTU4724,152.0,2e-36
6269,OTU10577,156.0,1e-37
6270,OTU10579,148.0,2e-35
6271,OTU11750,134.0,6e-31
6272,OTU647,156.0,1e-37
6273,OTU7926,156.0,1e-37
6274,OTU16528,128.0,3e-29
